<PorterStemmer>
33.50181579589844
         51751046 function calls (51737076 primitive calls) in 33.900 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 compressor.py:81(CompressorWrapper)
        1    0.000    0.000    0.000    0.000 xmlreader.py:340(AttributesNSImpl)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3917(StringSet)
        1    0.000    0.000    0.000    0.000 __init__.py:368(_FuncPtr)
        1    0.000    0.000    0.000    0.000 _exceptions.py:81(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 numerictypes.py:426(_typedict)
        1    0.000    0.000    0.000    0.000 grammar.py:1133(ProbabilisticDependencyGrammar)
        1    0.000    0.000    0.000    0.000 report.py:47(SQPReport)
        1    0.000    0.000    0.000    0.000 ibm5.py:568(Model5Counts)
        2    0.000    0.000    0.000    0.000 sre_parse.py:101(checklookbehindgroup)
        1    0.000    0.000    0.000    0.000 ieer.py:63(IEERCorpusReader)
        1    0.000    0.000    0.000    0.000 toolbox.py:20(ToolboxCorpusReader)
        1    0.000    0.000    0.000    0.000 toolbox.py:324(ToolboxSettings)
        1    0.000    0.000    0.000    0.000 synchronize.py:321(Event)
        1    0.000    0.000    0.000    0.000 request.py:1048(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 lsoda.py:175(LsodaDenseOutput)
        1    0.000    0.000    0.000    0.000 argparse.py:1657(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 util.py:377(ConcatenatedCorpusView)
        1    0.000    0.000    0.000    0.000 pathlib.py:1033(PurePosixPath)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 typing.py:1799(<listcomp>)
        1    0.000    0.000    0.000    0.000 _data.py:1836(Normalizer)
        1    0.000    0.000    0.000    0.000 logic.py:1538(ConstantExpression)
        1    0.000    0.000    0.000    0.000 boxer.py:994(AbstractBoxerDrs)
        1    0.000    0.000    0.000    0.000 request.py:1242(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1396(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 rk.py:551(Dop853DenseOutput)
        1    0.000    0.000    0.000    0.000 argparse.py:1293(Namespace)
        1    0.000    0.000    0.000    0.000 core.py:2387(__init__)
        1    0.000    0.000    0.000    0.000 getlimits.py:32(MachArLike)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1240(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 parse.py:321(DefragResult)
        1    0.000    0.000    0.000    0.000 __init__.py:1218(PlaceHolder)
        1    0.000    0.000    0.000    0.000 tree.py:1626(ImmutableProbabilisticTree)
        1    0.000    0.000    0.000    0.000 {built-in method psutil._psutil_posix.getpagesize}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        1    0.000    0.000    0.000    0.000 chart.py:309(CCGChart)
        1    0.000    0.000    0.000    0.000 _omp.py:866(OrthogonalMatchingPursuitCV)
        1    0.000    0.000    0.000    0.000 evaluate.py:12(DependencyEvaluator)
        1    0.000    0.000    0.000    0.000 pool.py:80(MaybeEncodingError)
        1    0.000    0.000    0.000    0.000 process.py:158(_SafeQueue)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 linearlogic.py:290(ApplicationExpression)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1184(IntegerFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1298(TimedeltaFormat)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 senseval.py:33(SensevalInstance)
        1    0.000    0.000    0.000    0.000 _split.py:1211(LeavePGroupsOut)
        1    0.000    0.000    0.000    0.000 nonprojectivedependencyparser.py:181(DemoScorer)
        1    0.000    0.000    0.000    0.000 pchart.py:55(ProbabilisticTreeEdge)
        1    0.000    0.000    0.000    0.000 collections.py:342(LazyMap)
        1    0.000    0.000    0.000    0.000 argparse.py:1300(__init__)
        1    0.000    0.000    0.000    0.000 resolution.py:529(BindingDict)
        1    0.000    0.000    0.000    0.000 mace.py:229(Mace)
        1    0.000    0.000    0.000    0.000 index_tricks.py:210(MGridClass)
        1    0.000    0.000    0.000    0.000 probability.py:1695(KneserNeyProbDist)
        1    0.000    0.000    0.000    0.000 models.py:30(Lidstone)
        1    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencodeerrors}
        1    0.000    0.000    0.000    0.000 conll.py:413(ConllSRLInstance)
        1    0.000    0.000    0.000    0.000 conll.py:491(ConllSRLInstanceList)
        1    0.000    0.000    0.000    0.000 hb.py:383(<listcomp>)
        1    0.000    0.000    0.000    0.000 _split.py:944(TimeSeriesSplit)
        1    0.000    0.000    0.000    0.000 <string>:2(<module>)
        1    0.000    0.000    0.000    0.000 smoothing.py:55(AbsoluteDiscounting)
        1    0.000    0.000    0.000    0.000 zipfile.py:1932(PyZipFile)
        1    0.000    0.000    0.000    0.000 logic.py:1686(LambdaExpression)
        1    0.000    0.000    0.000    0.000 request.py:1381(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 client.py:1438(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 rk.py:526(RkDenseOutput)
        3    0.000    0.000    0.000    0.000 argparse.py:621(<listcomp>)
        1    0.000    0.000    0.000    0.000 argparse.py:909(_StoreAction)
        1    0.000    0.000    0.000    0.000 tagged.py:313(MacMorphoCorpusReader)
        1    0.000    0.000    0.000    0.000 misc.py:9(LinAlgWarning)
        1    0.000    0.000    0.000    0.000 core.py:1120(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 _exceptions.py:32(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 threading.py:386(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:469(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 sonority_sequencing.py:42(SyllableTokenizer)
        1    0.000    0.000    0.000    0.000 nkjp.py:362(NKJPCorpus_Text_View)
        1    0.000    0.000    0.000    0.000 _arff.py:340(BadDataFormat)
        1    0.000    0.000    0.000    0.000 _split.py:1343(_RepeatedSplits)
        1    0.000    0.000    0.000    0.000 featurechart.py:527(InstantiateVarsChart)
        1    0.000    0.000    0.000    0.000 corenlp.py:394(CoreNLPParser)
        1    0.000    0.000    0.000    0.000 senna.py:61(SennaChunkTagger)
        1    0.000    0.000    0.000    0.000 process_executor.py:275(_CallItem)
        1    0.000    0.000    0.000    0.000 _deprecated_my_exceptions.py:11(JoblibException)
        1    0.000    0.000    0.000    0.000 base.py:879(DensityMixin)
        1    0.000    0.000    0.000    0.000 pydoc.py:1130(TextRepr)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:365(ObjectiveFunWrapper)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:1337(_FunctionWrapper)
        1    0.000    0.000    0.000    0.000 suite.py:357(_DebugResult)
        1    0.000    0.000    0.000    0.000 api.py:548(ParallelProverBuilderCommand)
        1    0.000    0.000    0.000    0.000 csv.py:130(DictWriter)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1116(_ListDataStream)
        1    0.000    0.000    0.000    0.000 {built-in method _csv.field_size_limit}
        1    0.000    0.000    0.000    0.000 ppattach.py:62(PPAttachmentCorpusReader)
        1    0.000    0.000    0.000    0.000 jsontags.py:42(JSONTaggedDecoder)
        1    0.000    0.000    0.000    0.000 grammar.py:1186(PCFG)
        1    0.000    0.000    0.000    0.000 boxer.py:795(BoxerDrsParser)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 quadpack.py:828(_RangeFunc)
        1    0.000    0.000    0.000    0.000 discourse.py:103(CfgReadingCommand)
        1    0.000    0.000    0.000    0.000 api.py:403(ProverCommandDecorator)
        1    0.000    0.000    0.000    0.000 _exceptions.py:72(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 chunked.py:205(ChunkedCorpusView)
        1    0.000    0.000    0.000    0.000 toolbox.py:141(ToolboxData)
        1    0.000    0.000    0.000    0.000 _split.py:1632(ShuffleSplit)
        1    0.000    0.000    0.000    0.000 _split.py:1724(GroupShuffleSplit)
        1    0.000    0.000    0.000    0.000 projectivedependencyparser.py:106(ChartCell)
        1    0.000    0.000    0.000    0.000 numpy_pickle_compat.py:79(NDArrayWrapper)
        1    0.000    0.000    0.000    0.000 simple.py:80(LineTokenizer)
        1    0.000    0.000    0.000    0.000 boxer.py:1119(BoxerIndexed)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 _cubic.py:70(CubicHermiteSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1381(SphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 ibm3.py:324(Model3Counts)
        1    0.000    0.000    0.000    0.000 discourse.py:131(DrtGlueReadingCommand)
        1    0.000    0.000    0.000    0.000 prover9.py:47(Prover9CommandParent)
        1    0.000    0.000    0.000    0.000 optimize.py:3389(_Brute_Wrapper)
        1    0.000    0.000    0.000    0.000 index_tricks.py:260(OGridClass)
        1    0.000    0.000    0.000    0.000 _exceptions.py:99(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:123(AxisError)
        1    0.000    0.000    0.000    0.000 arpack.py:597(_UnsymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 threading.py:918(_set_ident)
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 sentiwordnet.py:110(SentiSynset)
        1    0.000    0.000    0.000    0.000 zipfile.py:753(_Tellable)
        1    0.000    0.000    0.000    0.000 request.py:1529(FTPHandler)
        1    0.000    0.000    0.000    0.000 polyint.py:141(_Interpolator1DWithDerivatives)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1183(LSQBivariateSpline)
        1    0.000    0.000    0.000    0.000 cmudict.py:53(CMUDictCorpusReader)
        1    0.000    0.000    0.000    0.000 resolution.py:38(ResolutionProver)
        1    0.000    0.000    0.000    0.000 <decorator-gen-2>:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:792(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_IMODE}
        1    0.000    0.000    0.000    0.000 _openml.py:134(OpenMLError)
        1    0.000    0.000    0.000    0.000 _arff.py:405(BadObject)
        1    0.000    0.000    0.000    0.000 pchart.py:132(SingleEdgeProbabilisticFundamentalRule)
        1    0.000    0.000    0.000    0.000 _base.py:98(_FirstCompletedWaiter)
        1    0.000    0.000    0.000    0.000 stats.py:3432(F_onewayConstantInputWarning)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:583(IdentityVectorFunction)
        1    0.000    0.000    0.000    0.000 threading.py:259(__exit__)
        2    0.000    0.000    0.000    0.000 grammar.py:561(productions)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 chart.py:193(ForwardTypeRaiseRule)
        1    0.000    0.000    0.000    0.000 downloader.py:377(FinishDownloadMessage)
        1    0.000    0.000    0.000    0.000 propbank.py:338(PropbankChainTreePointer)
        1    0.000    0.000    0.000    0.000 _arff.py:377(BadNominalFormatting)
        1    0.000    0.000    0.000    0.000 link.py:64(IdentityLink)
        1    0.000    0.000    0.000    0.000 pool.py:834(IMapIterator)
        1    0.000    0.000    0.000    0.000 case.py:156(_BaseTestCaseContext)
        1    0.000    0.000    0.000    0.000 _testutils.py:14(FPUModeChangeWarning)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 arpack.py:906(SpLuInv)
        1    0.000    0.000    0.000    0.000 threading.py:1242(Timer)
        1    0.000    0.000    0.000    0.000 _common.py:333(AccessDenied)
        1    0.000    0.000    0.000    0.000 string_category.py:29(StringCategoryCorpusReader)
        1    0.000    0.000    0.000    0.000 tarfile.py:284(EmptyHeaderError)
        1    0.000    0.000    0.000    0.000 _split.py:1101(LeaveOneGroupOut)
        1    0.000    0.000    0.000    0.000 hashing.py:22(_ConsistentSet)
        1    0.000    0.000    0.000    0.000 hashing.py:40(_MyHash)
        1    0.000    0.000    0.000    0.000 models.py:53(Laplace)
        1    0.000    0.000    0.000    0.000 boxer.py:1298(BoxerProp)
        1    0.000    0.000    0.000    0.000 utils.py:1298(_Dummy)
        1    0.000    0.000    0.000    0.000 core.py:835(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 index_tricks.py:710(IndexExpression)
        1    0.000    0.000    0.000    0.000 framenet.py:1052(PrettyLazyConcatenation)
        1    0.000    0.000    0.000    0.000 _arff.py:395(BadLayout)
        1    0.000    0.000    0.000    0.000 _split.py:2107(PredefinedSplit)
        1    0.000    0.000    0.000    0.000 earleychart.py:287(IncrementalChartParser)
        1    0.000    0.000    0.000    0.000 chart.py:1262(FilteredSingleEdgeFundamentalRule)
        1    0.000    0.000    0.000    0.000 compressor.py:187(LZ4CompressorWrapper)
        1    0.000    0.000    0.000    0.000 util.py:368(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2895(PossessiveRepeat)
        1    0.000    0.000    0.000    0.000 _regex_core.py:1934(AnyAll)
        1    0.000    0.000    0.000    0.000 pydoc.py:386(ErrorDuringImport)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:531(FitDataError)
        1    0.000    0.000    0.000    0.000 utils.py:43(KnownFailureException)
        1    0.000    0.000    0.000    0.000 argparse.py:713(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 _constraints.py:119(LinearConstraint)
        1    0.000    0.000    0.000    0.000 timit.py:480(SpeakerInfo)
        1    0.000    0.000    0.000    0.000 regexp.py:395(ChunkRule)
        1    0.000    0.000    0.000    0.000 polynomial.py:28(RankWarning)
        1    0.000    0.000    0.000    0.000 _common.py:289(NoSuchProcess)
        1    0.000    0.000    0.000    0.000 _arff.py:332(BadRelationFormat)
        1    0.000    0.000    0.000    0.000 brill.py:35(Pos)
        1    0.000    0.000    0.000    0.000 context.py:272(ForkProcess)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3342(_compile)
        2    0.000    0.000    0.000    0.000 data.py:318(path)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        1    0.000    0.000    0.000    0.000 request.py:896(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1465(SmoothSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 triangulation.py:521(Simplex)
        1    0.000    0.000    0.000    0.000 nonlin.py:662(GenericBroyden)
        1    0.000    0.000    0.000    0.000 ibm5.py:629(Slots)
        1    0.000    0.000    0.000    0.000 decorator.py:254(ContextManager)
        1    0.000    0.000    0.000    0.000 _exceptions.py:118(TooHardError)
        1    0.000    0.000    0.000    0.000 _pslinux.py:784(_Ipv6UnsupportedError)
        1    0.000    0.000    0.000    0.000 _split.py:751(StratifiedGroupKFold)
        1    0.000    0.000    0.000    0.000 collections.py:479(LazyZip)
        1    0.000    0.000    0.000    0.000 pathlib.py:493(_Selector)
        1    0.000    0.000    0.000    0.000 support.py:1(UselessStemmer)
        1    0.000    0.000    0.000    0.000 combinator.py:79(BackwardCombinator)
        1    0.000    0.000    0.000    0.000 semcor.py:247(SemcorWordView)
        1    0.000    0.000    0.000    0.000 process_executor.py:236(_ExceptionWithTraceback)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2609(DefaultBoundary)
        1    0.000    0.000    0.000    0.000 data.py:1177(closed)
        1    0.000    0.000    0.000    0.000 logic.py:867(TypeException)
        1    0.000    0.000    0.000    0.000 boxer.py:1155(BoxerPred)
        1    0.000    0.000    0.000    0.000 collections.py:292(LazyConcatenation)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3393(special_ortho_group_frozen)
        1    0.000    0.000    0.000    0.000 quadpack.py:841(_OptFunc)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:248(RandomDisplacement)
        1    0.000    0.000    0.000    0.000 argparse.py:213(_Section)
        1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:42(CGSteihaugSubproblem)
        1    0.000    0.000    0.000    0.000 stats.py:3871(PearsonRConstantInputWarning)
        1    0.000    0.000    0.000    0.000 _pep440.py:129(InvalidVersion)
        1    0.000    0.000    0.000    0.000 numeric.py:60(ComplexWarning)
        1    0.000    0.000    0.000    0.000 csv.py:54(excel)
        1    0.000    0.000    0.000    0.000 combinator.py:54(ForwardCombinator)
        1    0.000    0.000    0.000    0.000 nkjp.py:419(NKJPCorpus_Morph_View)
        1    0.000    0.000    0.000    0.000 _split.py:193(LeavePOut)
        1    0.000    0.000    0.000    0.000 projectivedependencyparser.py:287(ProbabilisticProjectiveDependencyParser)
        1    0.000    0.000    0.000    0.000 _data.py:2007(Binarizer)
        1    0.000    0.000    0.000    0.000 compressor.py:192(__init__)
        1    0.000    0.000    0.000    0.000 util.py:99(CutoffChecker)
        1    0.000    0.000    0.000    0.000 message.py:1168(EmailMessage)
        1    0.000    0.000    0.000    0.000 nonlin.py:1021(BroydenSecond)
        1    0.000    0.000    0.000    0.000 index_tricks.py:430(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:532(CClass)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1303(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 <decorator-gen-5>:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:806(seed)
        1    0.000    0.000    0.000    0.000 sequential.py:706(ClassifierBasedPOSTagger)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2437(CallRef)
        1    0.000    0.000    0.000    0.000 core.py:888(_MaskedUFunc)
        1    0.000    0.000    0.000    0.000 {function DecompressReader.close at 0x7f4ad392c9d0}
        1    0.000    0.000    0.000    0.000 mte.py:16(MTECorpusView)
        1    0.000    0.000    0.000    0.000 dependency.py:74(DependencyCorpusView)
        1    0.000    0.000    0.000    0.000 ppattach.py:45(PPAttachment)
        1    0.000    0.000    0.000    0.000 _arff.py:427(EncodedNominalConversor)
        1    0.000    0.000    0.000    0.000 _arff.py:518(_DataListMixin)
        1    0.000    0.000    0.000    0.000 link.py:96(LogitLink)
        1    0.000    0.000    0.000    0.000 _scorer.py:315(_ThresholdScorer)
        1    0.000    0.000    0.000    0.000 chart.py:914(ChartRuleI)
        1    0.000    0.000    0.000    0.000 fixes.py:199(_FuncWrapper)
        1    0.000    0.000    0.000    0.000 connection.py:584(SocketListener)
        1    0.000    0.000    0.000    0.000 client.py:174(HTTPMessage)
        1    0.000    0.000    0.000    0.000 request.py:639(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 util.py:150(Index)
        1    0.000    0.000    0.000    0.000 _ode.py:762(IntegratorConcurrencyError)
        1    0.000    0.000    0.000    0.000 _internal.py:881(recursive)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 <decorator-gen-10>:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1293(_DummyThread)
        1    0.000    0.000    0.000    0.000 framenet.py:872(SpecialList)
        1    0.000    0.000    0.000    0.000 compressor.py:542(ZlibCompressorWrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:163(c_short)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        1    0.000    0.000    0.000    0.000 wordlist.py:97(UnicharsCorpusReader)
        1    0.000    0.000    0.000    0.000 senseval.py:49(SensevalCorpusReader)
        1    0.000    0.000    0.000    0.000 _stochastic_gradient.py:58(_ValidationScoreCallback)
        1    0.000    0.000    0.000    0.000 _base.py:143(_AcquireFutures)
        1    0.000    0.000    0.000    0.000 base.py:902(OutlierMixin)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:94(_Bunch)
        1    0.000    0.000    0.000    0.000 argparse.py:944(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 extras.py:1497(mr_class)
        1    0.000    0.000    0.000    0.000 core.py:817(_DomainTan)
        1    0.000    0.000    0.000    0.000 <decorator-gen-6>:1(<module>)
        1    0.000    0.000    0.000    0.000 _common.py:308(ZombieProcess)
        1    0.000    0.000    0.000    0.000 csv.py:69(unix_dialect)
        1    0.000    0.000    0.000    0.000 mio5_params.py:220(MatlabObject)
        1    0.000    0.000    0.000    0.000 context.py:220(Process)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:20(SqrtmError)
        1    0.000    0.000    0.000    0.000 switchboard.py:14(SwitchboardTurn)
        1    0.000    0.000    0.000    0.000 hb.py:384(<listcomp>)
        1    0.000    0.000    0.000    0.000 mio4.py:75(VarHeader4)
        1    0.000    0.000    0.000    0.000 projectivedependencyparser.py:154(ProjectiveDependencyParser)
        1    0.000    0.000    0.000    0.000 initializers.py:31(_ChainedInitializer)
        1    0.000    0.000    0.000    0.000 util.py:108(_platform_supports_abstract_sockets)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3167(PrecompiledCode)
        1    0.000    0.000    0.000    0.000 drt.py:983(PossibleAntecedents)
        1    0.000    0.000    0.000    0.000 drt.py:571(DrtAbstractVariableExpression)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 quadpack.py:17(IntegrationWarning)
        1    0.000    0.000    0.000    0.000 argparse.py:1001(_AppendAction)
        1    0.000    0.000    0.000    0.000 codata.py:1561(ConstantWarning)
        1    0.000    0.000    0.000    0.000 sf_error.py:5(SpecialFunctionWarning)
        1    0.000    0.000    0.000    0.000 <decorator-gen-3>:1(<module>)
        1    0.000    0.000    0.000    0.000 arpack.py:929(LuInv)
        1    0.000    0.000    0.000    0.000 glm_distribution.py:336(NormalDistribution)
        1    0.000    0.000    0.000    0.000 combinator.py:101(UndirectedFunctionApplication)
        1    0.000    0.000    0.000    0.000 chart.py:1126(TopDownPredictRule)
        1    0.000    0.000    0.000    0.000 base.py:929(MetaEstimatorMixin)
        1    0.000    0.000    0.000    0.000 sexpr.py:57(SExprTokenizer)
        1    0.000    0.000    0.000    0.000 boxer.py:1258(BoxerRel)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 triangulation.py:612(VertexCache)
        1    0.000    0.000    0.000    0.000 argparse.py:1039(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1227(_ExtendAction)
        1    0.000    0.000    0.000    0.000 ibm_model.py:518(Counts)
        1    0.000    0.000    0.000    0.000 extras.py:265(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 core.py:85(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 core.py:872(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 __init__.py:238(c_char_p)
        1    0.000    0.000    0.000    0.000 _threadsafety.py:9(ReentrancyError)
        1    0.000    0.000    0.000    0.000 _split.py:1849(StratifiedShuffleSplit)
        1    0.000    0.000    0.000    0.000 cloudpickle_wrapper.py:14(CloudpickledObjectWrapper)
        1    0.000    0.000    0.000    0.000 argparse.py:1136(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 case.py:38(_UnexpectedSuccess)
        1    0.000    0.000    0.000    0.000 pathlib.py:524(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 framenet.py:944(PrettyDict)
        1    0.000    0.000    0.000    0.000 rte.py:54(RTEPair)
        1    0.000    0.000    0.000    0.000 mio4.py:583(MatFile4Writer)
        1    0.000    0.000    0.000    0.000 metaestimators.py:83(_AvailableIfDescriptor)
        1    0.000    0.000    0.000    0.000 senna.py:119(SennaNERTagger)
        3    0.000    0.000    0.000    0.000 version.py:482(<lambda>)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2617(DefaultStartOfWord)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3358(SearchAnchor)
        1    0.000    0.000    0.000    0.000 grammar.py:212(FeatStructNonterminal)
        1    0.000    0.000    0.000    0.000 drt.py:690(DrtLambdaExpression)
        1    0.000    0.000    0.000    0.000 featstruct.py:1885(FeatureValueTuple)
        1    0.000    0.000    0.000    0.000 boxer.py:1340(BoxerEq)
        1    0.000    0.000    0.000    0.000 _hypotests.py:141(CramerVonMisesResult)
        1    0.000    0.000    0.000    0.000 _spectral.py:11(_NoConvergence)
        1    0.000    0.000    0.000    0.000 case.py:299(_OrderedChainMap)
        1    0.000    0.000    0.000    0.000 prover9.py:70(Prover9Command)
        1    0.000    0.000    0.000    0.000 stats.py:4330(SpearmanRConstantInputWarning)
        1    0.000    0.000    0.000    0.000 nkjp.py:243(XML_Tool)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1607(LSQSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 nombank.py:331(NombankChainTreePointer)
        1    0.000    0.000    0.000    0.000 jsontags.py:32(JSONTaggedEncoder)
        1    0.000    0.000    0.000    0.000 _regex_core.py:1998(Boundary)
        1    0.000    0.000    0.000    0.000 models.py:14(MLE)
        1    0.000    0.000    0.000    0.000 logic.py:1531(EventVariableExpression)
        1    0.000    0.000    0.000    0.000 ibm4.py:444(Model4Counts)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1197(BoolFormat)
        1    0.000    0.000    0.000    0.000 pathlib.py:1568(PosixPath)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._set_madvise_hugepage}
        1    0.000    0.000    0.000    0.000 probability.py:910(LaplaceProbDist)
        1    0.000    0.000    0.000    0.000 _split.py:1444(RepeatedKFold)
        1    0.000    0.000    0.000    0.000 featurechart.py:486(FeatureChartParser)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3835(Skip)
        1    0.000    0.000    0.000    0.000 calendar.py:24(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 tableau.py:567(Debug)
        1    0.000    0.000    0.000    0.000 polyutils.py:43(RankWarning)
        1    0.000    0.000    0.000    0.000 linsolve.py:25(MatrixRankWarning)
        1    0.000    0.000    0.000    0.000 {built-in method _abc.get_cache_token}
        1    0.000    0.000    0.000    0.000 propbank.py:357(PropbankSplitTreePointer)
        1    0.000    0.000    0.000    0.000 glm_distribution.py:343(PoissonDistribution)
        1    0.000    0.000    0.000    0.000 _base.py:57(InvalidStateError)
        1    0.000    0.000    0.000    0.000 process.py:84(LokyInitMainProcess)
        1    0.000    0.000    0.000    0.000 util.py:48(debug)
        2    0.000    0.000    0.000    0.000 _regex_core.py:1866(has_simple_start)
        1    0.000    0.000    0.000    0.000 models.py:89(InterpolatedLanguageModel)
        1    0.000    0.000    0.000    0.000 client.py:1482(LineTooLong)
        1    0.000    0.000    0.000    0.000 quadpack.py:850(_NQuad)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:279(MinimizerWrapper)
        1    0.000    0.000    0.000    0.000 case.py:25(SkipTest)
        1    0.000    0.000    0.000    0.000 plaintext.py:163(PortugueseCategorizedPlaintextCorpusReader)
        1    0.000    0.000    0.000    0.000 _pep440.py:141(<lambda>)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 pathlib.py:1043(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1575(WindowsPath)
        1    0.000    0.000    0.000    0.000 <decorator-gen-8>:1(<module>)
        1    0.000    0.000    0.000    0.000 ElementPath.py:334(_SelectorContext)
        1    0.000    0.000    0.000    0.000 combinator.py:146(UndirectedComposition)
        1    0.000    0.000    0.000    0.000 _arff.py:439(NominalConversor)
